loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,pub_rec,pub_rec_bankruptcies,issue_year,loan_amnt_ctg,funded_amnt_inv_ctg,annual_inc_ctg
9975,9975,9975.0,60,13.4,229.48,C,C2,2,MORTGAGE,60000.0,May-11,Charged Off,other,AZ,8.58,0,0.0,11,1,1,6
10000,10000,10000.0,36,12.9,336.9,C,C1,8,RENT,35238.48,May-11,Charged Off,debt_consolidation,CA,24.01,1,1.0,11,2,2,3
12000,12000,12000.0,36,5.9,365.01,A,A2,5,MORTGAGE,75000.0,May-11,Fully Paid,home_improvement,NV,12.98,0,0.0,11,2,2,7
4200,4200,4200.0,36,13.4,142.51,C,C2,4,MORTGAGE,52000.0,May-11,Fully Paid,debt_consolidation,AZ,11.54,0,0.0,11,0,0,5
8325,8325,8325.0,60,17.5,209.19,E,E4,2,RENT,30000.0,May-11,Charged Off,debt_consolidation,FL,23.2,0,0.0,11,1,1,3
3000,3000,3000.0,36,13.4,101.8,C,C2,5,RENT,85000.0,May-11,Fully Paid,credit_card,VA,18.97,0,0.0,11,0,0,8
4000,4000,4000.0,36,15.9,140.61,D,D2,1,RENT,32160.0,May-11,Fully Paid,medical,FL,2.84,0,0.0,11,0,0,3
7000,7000,7000.0,36,15.6,244.79,D,D1,4,RENT,27600.0,May-11,Charged Off,debt_consolidation,CA,7.09,0,0.0,11,1,1,2
2000,2000,2000.0,36,8.4,63.13,A,A5,3,RENT,28800.0,May-11,Fully Paid,car,NC,0.0,0,0.0,11,0,0,2
25000,17275,17250.0,60,19.2,450.89,E,E4,10,MORTGAGE,105000.0,May-11,Fully Paid,debt_consolidation,VA,4.23,0,0.0,11,5,3,10
14000,14000,14000.0,36,10.9,458.28,B,B3,10,MORTGAGE,59000.0,May-11,Fully Paid,debt_consolidation,VA,16.92,0,0.0,11,2,2,5
8250,8250,8250.0,36,5.9,250.95,A,A2,6,MORTGAGE,53329.0,May-11,Fully Paid,car,IL,4.59,0,0.0,11,1,1,5
10000,10000,10000.0,36,8.4,315.63,A,A5,10,RENT,62000.0,May-11,Fully Paid,debt_consolidation,PA,6.54,0,0.0,11,2,2,6
17400,17400,17400.0,36,11.9,577.85,B,B5,7,RENT,82000.0,May-11,Fully Paid,credit_card,AZ,12.47,0,0.0,11,3,3,8
5000,5000,5000.0,60,19.2,130.51,E,E4,2,RENT,36000.0,May-11,Charged Off,other,GA,5.1,0,0.0,11,1,1,3
15000,15000,15000.0,60,13.9,348.95,C,C3,2,RENT,121500.0,May-11,Charged Off,major_purchase,NJ,25.73,0,0.0,11,3,3,12
18000,18000,18000.0,36,8.4,568.14,A,A5,4,RENT,132000.0,May-11,Fully Paid,credit_card,NJ,16.19,0,0.0,11,3,3,13
11250,11250,11250.0,60,13.9,261.71,C,C3,5,MORTGAGE,64000.0,May-11,Charged Off,debt_consolidation,VA,12.68,0,0.0,11,2,2,6
11300,11300,11300.0,36,7.4,351.45,A,A4,9,RENT,71000.0,May-11,Fully Paid,debt_consolidation,IL,17.78,0,0.0,11,2,2,7
12000,12000,11750.0,60,11.4,263.86,B,B4,2,MORTGAGE,53000.0,May-11,Fully Paid,debt_consolidation,MD,5.23,0,0.0,11,2,2,5
4750,4750,4750.0,60,10.5,102.31,B,B2,2,MORTGAGE,45000.0,May-11,Fully Paid,debt_consolidation,IL,8.24,0,0.0,11,0,0,4
1600,1600,1600.0,36,13.4,54.29,C,C2,3,MORTGAGE,28500.0,May-11,Charged Off,home_improvement,MI,14.44,0,0.0,11,0,0,2
10000,10000,10000.0,36,7.4,311.02,A,A4,3,MORTGAGE,73000.0,May-11,Fully Paid,small_business,TX,7.71,0,0.0,11,2,2,7
16000,16000,16000.0,36,13.4,542.89,C,C2,2,MORTGAGE,55000.0,May-11,Charged Off,small_business,NY,6.61,1,1.0,11,3,3,5
10000,10000,10000.0,36,11.9,332.1,B,B5,4,RENT,64000.0,May-11,Fully Paid,small_business,NY,7.93,0,0.0,11,2,2,6
5000,5000,5000.0,60,16.4,122.9,D,D3,1,RENT,48000.0,May-11,Charged Off,moving,NY,9.68,0,0.0,11,1,1,4
6600,6600,6575.0,36,7.4,205.28,A,A4,1,MORTGAGE,120000.0,May-11,Fully Paid,debt_consolidation,TX,19.55,0,0.0,11,1,1,12
6000,6000,6000.0,60,10.9,130.43,B,B3,2,RENT,25000.0,May-11,Fully Paid,major_purchase,AZ,14.45,0,0.0,11,1,1,2
5000,5000,5000.0,60,17.4,125.59,D,D5,4,OWN,40896.0,May-11,Fully Paid,debt_consolidation,CA,4.08,0,0.0,11,1,1,4
12000,12000,12000.0,36,5.4,361.92,A,A1,10,MORTGAGE,150000.0,May-11,Fully Paid,debt_consolidation,CA,1.55,0,0.0,11,2,2,15
6400,6400,6350.0,60,17.9,162.49,E,E1,3,MORTGAGE,62000.0,May-11,Fully Paid,car,MN,23.96,0,0.0,11,1,1,6
2400,2400,2400.0,36,6.9,74.1,A,A3,1,MORTGAGE,38400.0,May-11,Fully Paid,car,OH,3.19,0,0.0,11,0,0,3
19700,19700,19700.0,60,11.9,438.12,B,B5,2,MORTGAGE,37800.0,May-11,Charged Off,debt_consolidation,OK,19.9,0,0.0,11,3,3,3
1800,1800,1800.0,36,12.9,60.65,C,C1,3,MORTGAGE,48000.0,May-11,Charged Off,major_purchase,GA,24.7,0,0.0,11,0,0,4
30000,22250,21760.61,60,17.4,558.85,D,D5,9,RENT,114996.0,May-11,Charged Off,debt_consolidation,CA,10.71,0,0.0,11,6,4,11
4000,4000,4000.0,36,13.9,136.7,C,C3,1,RENT,44700.0,May-11,Fully Paid,debt_consolidation,WA,9.93,0,0.0,11,0,0,4
3600,3600,3600.0,36,7.4,111.97,A,A4,10,RENT,51300.0,May-11,Fully Paid,other,NY,24.89,0,0.0,11,0,0,5
5000,5000,5000.0,60,18.3,128.04,E,E2,1,RENT,18000.0,May-11,Charged Off,debt_consolidation,CA,13.87,0,0.0,11,1,1,1
12500,12500,12475.0,36,7.4,388.78,A,A4,5,RENT,49000.0,May-11,Fully Paid,debt_consolidation,CA,13.4,0,0.0,11,2,2,4
4800,4800,4725.0,60,12.9,109.2,C,C1,8,RENT,59004.0,May-11,Fully Paid,major_purchase,PA,9.17,0,0.0,11,0,0,5
2500,2500,2500.0,36,17.4,89.75,D,D5,2,RENT,43000.0,May-11,Charged Off,debt_consolidation,PA,13.31,0,0.0,11,0,0,4
14100,14100,14075.0,60,13.4,324.37,C,C2,10,MORTGAGE,61000.0,May-11,Fully Paid,home_improvement,OK,18.55,0,0.0,11,2,2,6
15000,15000,15000.0,36,7.4,466.53,A,A4,5,MORTGAGE,90000.0,May-11,Fully Paid,home_improvement,NV,12.92,0,0.0,11,3,3,9
30000,30000,30000.0,60,11.9,667.19,B,B5,6,RENT,100000.0,May-11,Charged Off,home_improvement,FL,0.59,0,0.0,11,6,6,10
4000,4000,4000.0,36,13.4,135.73,C,C2,10,OWN,107000.0,May-11,Fully Paid,credit_card,FL,2.09,0,0.0,11,0,0,10
11325,11325,11275.0,60,19.2,295.59,E,E4,10,RENT,48000.0,May-11,Charged Off,debt_consolidation,NC,24.77,0,0.0,11,2,2,4
3000,3000,3000.0,36,13.9,102.52,C,C3,6,RENT,53000.0,May-11,Fully Paid,other,WA,0.57,0,0.0,11,0,0,5
20000,20000,19750.0,36,11.9,664.2,B,B5,7,MORTGAGE,65000.0,May-11,Fully Paid,debt_consolidation,OR,16.38,0,0.0,11,4,3,6
17475,17475,17475.0,36,7.6,544.87,A,A5,1,RENT,35000.0,May-11,Fully Paid,debt_consolidation,CA,15.43,0,0.0,11,3,3,3
12000,12000,11650.0,36,9.9,387.15,B,B1,10,RENT,72000.0,May-11,Fully Paid,debt_consolidation,CA,25.6,0,0.0,11,2,2,7
3200,3200,3200.0,36,13.9,109.36,C,C3,1,RENT,30000.0,May-11,Fully Paid,credit_card,WA,14.4,0,0.0,11,0,0,3
7500,7500,7425.0,60,16.8,185.96,D,D4,5,RENT,21600.0,May-11,Charged Off,major_purchase,TX,18.61,0,0.0,11,1,1,2
13000,13000,12950.0,36,8.4,410.32,A,A5,1,MORTGAGE,222000.0,May-11,Fully Paid,home_improvement,TX,4.6,0,0.0,11,2,2,22
2400,2400,2400.0,36,12.9,80.86,C,C1,1,RENT,48000.0,May-11,Fully Paid,major_purchase,CT,6.4,0,0.0,11,0,0,4
20000,20000,20000.0,36,11.9,664.2,B,B5,5,MORTGAGE,100970.0,May-11,Charged Off,small_business,IL,3.55,0,0.0,11,4,4,10
20375,20375,20300.0,36,7.4,633.7,A,A4,10,RENT,54000.0,May-11,Fully Paid,debt_consolidation,CA,25.71,0,0.0,11,4,4,5
9000,9000,9000.0,36,9.9,290.37,B,B1,5,RENT,46200.0,May-11,Fully Paid,car,DE,11.12,0,0.0,11,1,1,4
10000,10000,10000.0,36,8.4,315.63,A,A5,2,RENT,80000.0,May-11,Fully Paid,moving,CA,14.59,0,0.0,11,2,2,8
3600,3600,3506.86,36,13.4,122.15,C,C2,3,OWN,48000.0,May-11,Charged Off,credit_card,NJ,21.27,0,0.0,11,0,0,4
25000,25000,24950.0,60,21.7,686.79,F,F5,7,MORTGAGE,45000.0,May-11,Charged Off,debt_consolidation,FL,17.2,0,0.0,11,5,4,4
18000,18000,17975.0,60,15.9,437.63,D,D2,3,MORTGAGE,40518.0,May-11,Fully Paid,small_business,FL,10.16,0,0.0,11,3,3,4
21500,21500,21450.0,60,16.8,533.06,D,D4,3,RENT,100000.0,May-11,Fully Paid,house,NY,13.97,0,0.0,11,4,4,10
2000,2000,2000.0,36,11.9,66.42,B,B5,10,RENT,76248.0,May-11,Fully Paid,other,CA,19.91,0,0.0,11,0,0,7
5600,5600,5600.0,36,10.9,183.32,B,B3,3,OWN,66000.0,May-11,Fully Paid,home_improvement,AK,16.07,0,0.0,11,1,1,6
10000,10000,10000.0,60,15.9,243.13,D,D2,4,RENT,105000.0,May-11,Fully Paid,debt_consolidation,PA,10.32,0,0.0,11,2,2,10
10000,10000,10000.0,60,13.4,230.05,C,C2,10,MORTGAGE,128000.0,May-11,Fully Paid,home_improvement,VA,12.85,0,0.0,11,2,2,12
3500,3500,3500.0,60,9.9,74.35,B,B1,10,MORTGAGE,67200.0,May-11,Fully Paid,major_purchase,TX,25.11,0,0.0,11,0,0,6
15000,15000,15000.0,60,13.9,348.95,C,C3,10,MORTGAGE,95000.0,May-11,Charged Off,home_improvement,NJ,14.75,0,0.0,11,3,3,9
35000,35000,32421.10602,60,13.4,805.17,C,C2,10,MORTGAGE,150000.0,May-11,Fully Paid,major_purchase,NY,12.72,0,0.0,11,7,6,15
15875,15875,15575.0,60,11.9,353.06,B,B5,10,RENT,60000.0,May-11,Fully Paid,credit_card,NJ,8.56,0,0.0,11,3,3,6
14400,14400,14400.0,36,13.4,488.6,C,C2,4,RENT,79820.0,May-11,Fully Paid,major_purchase,NJ,14.06,0,0.0,11,2,2,7
20500,20500,20450.0,60,21.7,563.17,F,F5,10,MORTGAGE,56300.0,May-11,Charged Off,debt_consolidation,SC,16.05,0,0.0,11,4,4,5
6500,6500,6500.0,60,10.9,141.3,B,B3,10,MORTGAGE,63000.0,May-11,Charged Off,home_improvement,FL,22.02,0,0.0,11,1,1,6
6400,6400,6400.0,36,11.4,211.02,B,B4,10,MORTGAGE,36000.0,May-11,Fully Paid,debt_consolidation,MA,15.75,0,0.0,11,1,1,3
6000,6000,6000.0,36,12.9,202.14,C,C1,5,RENT,50000.0,May-11,Fully Paid,debt_consolidation,GA,19.08,0,0.0,11,1,1,5
10200,10200,9950.0,36,7.4,317.24,A,A4,3,MORTGAGE,125000.0,May-11,Fully Paid,debt_consolidation,CA,4.06,0,0.0,11,2,1,12
30000,28075,28075.0,60,16.8,696.08,D,D4,2,MORTGAGE,99996.0,May-11,Charged Off,debt_consolidation,PA,18.59,0,0.0,11,6,5,9
6075,6075,6075.0,36,5.9,184.79,A,A2,3,MORTGAGE,37000.0,May-11,Fully Paid,home_improvement,CA,8.95,0,0.0,11,1,1,3
3000,3000,3000.0,36,5.4,90.48,A,A1,3,RENT,57000.0,May-11,Fully Paid,debt_consolidation,AL,14.36,0,0.0,11,0,0,5
2650,2650,2650.0,36,10.5,86.25,B,B2,2,RENT,46728.0,May-11,Fully Paid,debt_consolidation,CA,2.9,0,0.0,11,0,0,4
2400,2400,2400.0,36,7.4,74.65,A,A4,3,MORTGAGE,150600.0,May-11,Fully Paid,car,NJ,12.15,0,0.0,11,0,0,15
3600,3600,3600.0,36,8.4,113.63,A,A5,1,RENT,30000.0,May-11,Fully Paid,credit_card,TX,20.32,0,0.0,11,0,0,3
12000,12000,12000.0,36,7.4,373.22,A,A4,1,RENT,32000.0,May-11,Fully Paid,debt_consolidation,MI,6.79,0,0.0,11,2,2,3
20000,20000,20000.0,60,13.4,460.1,C,C2,6,MORTGAGE,75000.0,May-11,Charged Off,other,IL,19.47,0,0.0,11,4,4,7
21000,21000,20975.0,60,12.9,477.71,C,C1,1,MORTGAGE,130000.0,May-11,Fully Paid,home_improvement,IL,17.7,0,0.0,11,4,4,13
6000,6000,6000.0,36,11.9,199.26,B,B5,10,RENT,100000.0,May-11,Fully Paid,credit_card,LA,21.1,0,0.0,11,1,1,10
1450,1450,1450.0,60,10.5,31.24,B,B2,5,OWN,24000.0,May-11,Fully Paid,debt_consolidation,AR,29.0,0,0.0,11,0,0,2
35000,23725,22200.0,60,20.6,636.78,F,F2,10,MORTGAGE,220000.0,May-11,Fully Paid,debt_consolidation,SC,17.41,0,0.0,11,7,4,22
15350,15350,15275.0,60,10.9,333.67,B,B3,2,MORTGAGE,125000.0,May-11,Fully Paid,home_improvement,OK,15.26,0,0.0,11,3,3,12
12500,12500,12425.0,36,7.4,388.78,A,A4,6,RENT,98850.0,May-11,Fully Paid,debt_consolidation,MD,14.07,0,0.0,11,2,2,9
9050,9050,8800.0,36,7.4,281.47,A,A4,2,MORTGAGE,42000.0,May-11,Fully Paid,debt_consolidation,TX,29.77,0,0.0,11,1,1,4
5000,5000,5000.0,36,13.4,169.66,C,C2,7,MORTGAGE,114996.0,May-11,Fully Paid,debt_consolidation,CA,16.11,0,0.0,11,1,1,11
6000,6000,6000.0,36,5.4,180.96,A,A1,1,OWN,42000.0,May-11,Fully Paid,car,PA,5.74,0,0.0,11,1,1,4
4000,4000,4000.0,36,5.4,120.64,A,A1,5,MORTGAGE,54000.0,May-11,Fully Paid,debt_consolidation,WA,22.89,0,0.0,11,0,0,5
12000,12000,12000.0,36,13.9,410.08,C,C3,1,MORTGAGE,36000.0,May-11,Fully Paid,debt_consolidation,TX,9.9,0,0.0,11,2,2,3
15000,15000,14750.0,60,11.9,333.6,B,B5,10,MORTGAGE,65000.0,May-11,Fully Paid,debt_consolidation,TX,9.05,0,0.0,11,3,2,6
8000,8000,8000.0,60,21.3,218.06,F,F4,2,MORTGAGE,50000.0,May-11,Fully Paid,home_improvement,CA,6.84,0,0.0,11,1,1,5
17850,17850,17800.0,60,19.2,465.9,E,E4,1,RENT,32000.0,May-11,Charged Off,credit_card,MD,17.03,0,0.0,11,3,3,3
13200,13200,12950.0,60,10.9,286.94,B,B3,10,RENT,42000.0,May-11,Fully Paid,debt_consolidation,NJ,7.31,0,0.0,11,2,2,4
4000,4000,4000.0,36,10.9,130.94,B,B3,1,MORTGAGE,35000.0,May-11,Charged Off,debt_consolidation,FL,7.41,0,0.0,11,0,0,3
8975,8975,8975.0,36,10.9,293.79,B,B3,4,RENT,52800.0,May-11,Fully Paid,car,FL,11.95,0,0.0,11,1,1,5
30000,30000,29363.62672,60,18.3,768.19,E,E2,4,MORTGAGE,140000.0,May-11,Fully Paid,home_improvement,MN,9.3,0,0.0,11,6,5,14
7500,7500,7500.0,36,15.9,263.65,D,D2,6,MORTGAGE,85000.0,May-11,Charged Off,debt_consolidation,HI,22.49,0,0.0,11,1,1,8
5000,5000,5000.0,60,10.5,107.7,B,B2,9,MORTGAGE,108000.0,May-11,Fully Paid,home_improvement,FL,3.18,0,0.0,11,1,1,10
6000,6000,6000.0,60,11.4,131.93,B,B4,4,MORTGAGE,72000.0,May-11,Fully Paid,car,AL,3.17,0,0.0,11,1,1,7
4800,4800,4800.0,36,5.9,146.01,A,A2,4,OWN,50000.0,May-11,Fully Paid,home_improvement,UT,8.52,0,0.0,11,0,0,5
6000,6000,6000.0,36,11.9,199.26,B,B5,4,MORTGAGE,72000.0,May-11,Fully Paid,home_improvement,MN,16.45,1,1.0,11,1,1,7
12000,12000,12000.0,36,5.4,361.92,A,A1,1,MORTGAGE,72000.0,May-11,Fully Paid,other,FL,8.18,0,0.0,11,2,2,7
15500,15500,15225.0,60,15.9,376.85,D,D2,7,MORTGAGE,49000.0,May-11,Fully Paid,debt_consolidation,MD,19.69,0,0.0,11,3,3,4
16000,16000,16000.0,60,11.4,351.81,B,B4,3,MORTGAGE,73000.0,May-11,Fully Paid,medical,OK,29.11,0,0.0,11,3,3,7
14400,14400,14400.0,36,6.9,444.57,A,A3,10,MORTGAGE,92000.0,May-11,Fully Paid,debt_consolidation,CO,19.75,0,0.0,11,2,2,9
7000,7000,7000.0,36,12.9,235.83,C,C1,1,RENT,65000.0,May-11,Fully Paid,wedding,NY,12.39,0,0.0,11,1,1,6
6000,6000,6000.0,60,14.7,142.08,C,C4,8,MORTGAGE,38480.0,May-11,Fully Paid,home_improvement,AR,23.64,0,0.0,11,1,1,3
3150,3150,3150.0,36,10.9,103.12,B,B3,9,RENT,15300.0,May-11,Fully Paid,debt_consolidation,WA,19.76,0,0.0,11,0,0,1
5000,5000,4750.0,36,7.4,155.51,A,A4,4,MORTGAGE,26004.0,May-11,Fully Paid,debt_consolidation,OK,20.49,0,0.0,11,1,0,2
17000,17000,17000.0,60,11.4,373.79,B,B4,2,MORTGAGE,50000.0,May-11,Fully Paid,major_purchase,PA,12.74,0,0.0,11,3,3,5
4000,4000,4000.0,36,5.4,120.64,A,A1,10,MORTGAGE,45000.0,May-11,Fully Paid,other,TX,25.17,0,0.0,11,0,0,4
15000,15000,15000.0,36,15.9,527.29,D,D2,5,OWN,80000.0,May-11,Fully Paid,debt_consolidation,NY,17.31,0,0.0,11,3,3,8
12000,12000,11950.0,60,8.4,246.15,A,A5,3,RENT,60000.0,May-11,Charged Off,debt_consolidation,MN,19.78,0,0.0,11,2,2,6
14100,14100,14100.0,36,13.4,478.42,C,C2,3,RENT,48000.0,May-11,Fully Paid,debt_consolidation,CO,22.93,0,0.0,11,2,2,4
9000,9000,9000.0,36,16.8,320.39,D,D4,6,RENT,36000.0,May-11,Charged Off,debt_consolidation,CA,14.4,0,0.0,11,1,1,3
11200,11200,11200.0,36,10.9,366.63,B,B3,10,MORTGAGE,132000.0,May-11,Fully Paid,other,GA,10.03,0,0.0,11,2,2,13
30000,30000,29910.835,60,13.9,697.9,C,C3,4,MORTGAGE,195000.0,May-11,Fully Paid,debt_consolidation,NJ,8.29,0,0.0,11,6,5,19
20000,20000,20000.0,36,14.7,691.26,C,C4,4,MORTGAGE,120602.4,May-11,Fully Paid,credit_card,CA,10.26,0,0.0,11,4,4,12
10000,10000,10000.0,36,6.9,308.73,A,A3,1,RENT,30000.0,May-11,Fully Paid,debt_consolidation,TX,11.8,0,0.0,11,2,2,3
9000,9000,9000.0,36,8.4,284.07,A,A5,10,MORTGAGE,91200.0,May-11,Charged Off,other,VA,0.0,0,0.0,11,1,1,9
20000,20000,20000.0,36,19.2,736.06,E,E4,10,RENT,130000.0,May-11,Fully Paid,debt_consolidation,CA,22.36,0,0.0,11,4,4,13
10200,10200,10200.0,36,7.4,317.24,A,A4,4,RENT,42000.0,May-11,Fully Paid,debt_consolidation,DC,17.63,0,0.0,11,2,2,4
7200,7200,7200.0,36,6.9,222.29,A,A3,3,RENT,34200.0,May-11,Fully Paid,car,FL,2.42,0,0.0,11,1,1,3
33000,33000,31431.04648,60,11.9,733.91,B,B5,2,MORTGAGE,150000.0,May-11,Fully Paid,home_improvement,TX,11.81,0,0.0,11,6,6,15
20000,20000,20000.0,60,13.9,465.27,C,C3,9,OWN,50004.0,May-11,Fully Paid,debt_consolidation,MO,21.33,0,0.0,11,4,4,5
7000,7000,7000.0,36,9.9,225.84,B,B1,3,RENT,35350.0,May-11,Fully Paid,debt_consolidation,GA,24.14,0,0.0,11,1,1,3
3200,3200,3200.0,36,10.5,104.15,B,B2,3,RENT,28000.0,May-11,Fully Paid,debt_consolidation,MA,18.86,0,0.0,11,0,0,2
17050,17050,17000.0,60,17.9,432.87,E,E1,1,RENT,35000.0,May-11,Charged Off,debt_consolidation,MA,17.14,0,0.0,11,3,3,3
20000,20000,19950.0,60,14.7,473.6,C,C4,10,MORTGAGE,95000.0,May-11,Fully Paid,debt_consolidation,IL,15.71,0,0.0,11,4,3,9
8000,8000,8000.0,36,5.9,243.34,A,A2,1,MORTGAGE,50000.0,May-11,Fully Paid,major_purchase,FL,1.27,0,0.0,11,1,1,5
9250,9250,9250.0,60,18.7,238.89,E,E3,10,MORTGAGE,53376.0,May-11,Fully Paid,debt_consolidation,AK,19.27,0,0.0,11,1,1,5
15000,15000,15000.0,36,10.5,488.18,B,B2,5,RENT,74028.0,May-11,Fully Paid,debt_consolidation,CA,15.5,0,0.0,11,3,3,7
9200,9200,8950.0,60,12.9,209.29,C,C1,10,RENT,80000.0,May-11,Fully Paid,debt_consolidation,CA,15.52,0,0.0,11,1,1,8
4250,4250,4250.0,36,13.4,144.21,C,C2,5,RENT,45600.0,May-11,Fully Paid,credit_card,AL,6.21,0,0.0,11,0,0,4
19400,19400,18603.17412,60,10.9,421.71,B,B3,6,MORTGAGE,140000.0,May-11,Fully Paid,debt_consolidation,CA,19.32,0,0.0,11,3,3,14
18000,18000,17900.0,60,12.9,409.47,C,C1,6,RENT,138257.0,May-11,Fully Paid,moving,CO,26.9,0,0.0,11,3,3,13
25000,25000,24925.0,60,14.7,592.0,C,C4,10,RENT,65000.0,May-11,Fully Paid,credit_card,NY,16.84,0,0.0,11,5,4,6
6500,6500,6500.0,36,5.9,197.72,A,A2,2,RENT,42000.0,May-11,Fully Paid,car,CO,13.31,0,0.0,11,1,1,4
10425,10425,10425.0,36,11.4,343.73,B,B4,10,MORTGAGE,98320.0,May-11,Fully Paid,debt_consolidation,WY,18.6,0,0.0,11,2,2,9
10000,10000,10000.0,36,6.9,308.73,A,A3,4,RENT,41000.0,May-11,Fully Paid,major_purchase,CA,22.01,0,0.0,11,2,2,4
4800,4800,4800.0,36,5.4,144.77,A,A1,3,RENT,48000.0,May-11,Fully Paid,other,IL,1.9,0,0.0,11,0,0,4
3200,3200,3200.0,36,17.4,114.88,D,D5,1,RENT,35004.0,May-11,Fully Paid,other,AR,1.37,0,0.0,11,0,0,3
3000,3000,3000.0,60,9.9,63.73,B,B1,8,MORTGAGE,30000.0,May-11,Fully Paid,car,SD,19.32,0,0.0,11,0,0,3
16000,16000,15950.0,60,16.8,396.7,D,D4,6,RENT,28056.0,May-11,Charged Off,debt_consolidation,NJ,5.77,0,0.0,11,3,3,2
30000,30000,29975.0,60,22.1,830.45,G,G1,4,MORTGAGE,156600.0,May-11,Fully Paid,debt_consolidation,VA,16.32,0,0.0,11,6,5,15
9600,9600,9600.0,36,12.9,323.42,C,C1,1,RENT,78000.0,May-11,Fully Paid,debt_consolidation,NY,9.88,0,0.0,11,1,1,7
6000,6000,6000.0,36,7.4,186.61,A,A4,1,RENT,75000.0,May-11,Fully Paid,debt_consolidation,CA,12.86,0,0.0,11,1,1,7
5400,5400,5400.0,36,5.4,162.87,A,A1,5,OWN,33600.0,May-11,Fully Paid,car,CA,13.68,0,0.0,11,1,1,3
10000,10000,10000.0,36,11.9,332.1,B,B5,3,RENT,45000.0,May-11,Charged Off,car,OK,14.64,0,0.0,11,2,2,4
14000,14000,14000.0,36,13.4,475.03,C,C2,10,MORTGAGE,69996.0,May-11,Fully Paid,debt_consolidation,WA,21.64,0,0.0,11,2,2,6
4000,4000,4000.0,36,12.9,134.76,C,C1,2,RENT,27993.0,May-11,Fully Paid,debt_consolidation,CA,6.9,0,0.0,11,0,0,2
12000,12000,12000.0,60,11.4,263.86,B,B4,10,RENT,93318.0,May-11,Fully Paid,other,MI,5.56,0,0.0,11,2,2,9
4000,4000,4000.0,60,19.6,105.29,E,E5,3,OWN,34800.0,May-11,Fully Paid,debt_consolidation,TX,2.76,0,0.0,11,0,0,3
2000,2000,2000.0,36,10.9,65.47,B,B3,4,RENT,32496.0,May-11,Charged Off,debt_consolidation,GA,15.51,0,0.0,11,0,0,3
10000,10000,10000.0,36,15.9,351.53,D,D2,4,MORTGAGE,90000.0,May-11,Charged Off,home_improvement,NY,11.04,0,0.0,11,2,2,9
12000,12000,12000.0,36,7.4,373.22,A,A4,9,RENT,76663.0,May-11,Fully Paid,debt_consolidation,NY,4.99,0,0.0,11,2,2,7
5000,5000,5000.0,36,13.4,169.66,C,C2,10,RENT,68004.0,May-11,Fully Paid,other,CA,5.15,0,0.0,11,1,1,6
28800,20325,20325.0,60,19.6,534.99,E,E5,10,MORTGAGE,92000.0,May-11,Charged Off,debt_consolidation,OR,20.61,1,1.0,11,5,4,9
25000,16550,16525.0,60,19.2,431.97,E,E4,10,RENT,105000.0,May-11,Fully Paid,home_improvement,CA,1.17,0,0.0,11,5,3,10
25975,25975,25950.0,60,13.4,597.55,C,C2,6,MORTGAGE,61000.0,May-11,Fully Paid,debt_consolidation,MI,15.58,0,0.0,11,5,5,6
5725,5725,5725.0,36,14.7,197.88,C,C4,3,MORTGAGE,22404.0,May-11,Charged Off,debt_consolidation,OK,14.35,0,0.0,11,1,1,2
8000,8000,8000.0,60,15.9,194.51,D,D2,6,RENT,65000.0,May-11,Fully Paid,medical,OH,19.51,0,0.0,11,1,1,6
5000,5000,5000.0,36,8.4,157.82,A,A5,10,MORTGAGE,131004.0,May-11,Fully Paid,other,OH,15.02,0,0.0,11,1,1,13
6725,6725,6725.0,36,6.9,207.62,A,A3,6,MORTGAGE,36000.0,May-11,Charged Off,debt_consolidation,FL,3.73,0,0.0,11,1,1,3
12000,12000,11975.0,60,10.5,258.47,B,B2,10,MORTGAGE,56000.0,May-11,Charged Off,home_improvement,FL,0.75,0,0.0,11,2,2,5
6000,6000,6000.0,60,14.7,142.08,C,C4,4,RENT,84996.0,May-11,Fully Paid,other,TX,9.61,0,0.0,11,1,1,8
2000,2000,1975.0,60,10.9,43.48,B,B3,3,RENT,16000.0,May-11,Fully Paid,other,FL,23.18,0,0.0,11,0,0,1
8000,8000,8000.0,60,12.9,181.99,C,C1,6,MORTGAGE,46800.0,May-11,Fully Paid,car,OK,1.28,0,0.0,11,1,1,4
25000,18325,18325.0,60,18.7,473.25,E,E3,3,MORTGAGE,85000.0,May-11,Fully Paid,small_business,CA,12.56,0,0.0,11,5,3,8
1500,1500,1475.0,36,6.9,46.31,A,A3,10,RENT,71000.0,May-11,Fully Paid,house,CO,18.0,0,0.0,11,0,0,7
5500,5500,5500.0,36,5.9,167.3,A,A2,2,RENT,15085.0,May-11,Fully Paid,major_purchase,CA,14.96,0,0.0,11,1,1,1
9000,9000,8975.0,36,8.4,284.07,A,A5,1,MORTGAGE,95000.0,May-11,Fully Paid,other,MD,11.13,0,0.0,11,1,1,9
12000,12000,12000.0,36,10.5,390.54,B,B2,10,OWN,57000.0,May-11,Fully Paid,debt_consolidation,LA,24.76,0,0.0,11,2,2,5
9000,9000,9000.0,60,13.4,207.05,C,C2,8,MORTGAGE,39000.0,May-11,Fully Paid,major_purchase,NC,7.17,0,0.0,11,1,1,3
